[2017-11-02 16:53:54:0489] | CInterfaceManager.cpp-L3028: CamCtrl[2000001], GigE SDKVersion(1020001), DriverVersion(0)
[2017-11-02 16:53:55:0894] |         XmlParse.cpp-L2051: GetNodeValue [ResultingFrameRate], Unknow Exception
[2017-11-02 16:54:10:0631] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:10:0691] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:10:0792] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:10:0876] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:10:0932] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0011] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0096] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0153] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0220] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0270] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0348] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0409] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0492] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0553] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0614] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0667] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0745] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0811] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0864] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:11:0944] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0003] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0073] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0151] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0223] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0294] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0363] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0419] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0485] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0534] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0622] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0688] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:54:12:0744] | CInterfaceManager.cpp-L2846: delete one DataNode
