[2017-11-13 15:26:34:0469] | CInterfaceManager.cpp-L3028: CamCtrl[2000001], GigE SDKVersion(1020001), DriverVersion(0)
[2017-11-13 15:27:16:0838] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:16:0906] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0054] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0122] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0275] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0354] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0763] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0832] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0832] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0900] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:17:0984] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:18:0047] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:18:0132] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:18:0748] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:18:0748] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:18:0786] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:18:0801] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:19:0332] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:19:0332] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:19:0348] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:19:0401] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-13 15:27:19:0401] | CInterfaceManager.cpp-L2846: delete one DataNode
