[2017-11-02 16:06:17:0591] | CInterfaceManager.cpp-L3028: CamCtrl[2000001], GigE SDKVersion(1020001), DriverVersion(0)
[2017-11-02 16:06:25:0224] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0292] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0358] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0423] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0490] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0556] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0626] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0687] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0758] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0822] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0889] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:25:0954] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0020] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0086] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0181] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0233] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0288] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0353] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0425] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0485] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0557] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0622] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0689] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0755] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0820] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0887] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:26:0958] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0024] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0085] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0155] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0220] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0287] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0351] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0421] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0488] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0553] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0618] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0691] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0756] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0819] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0886] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:27:0952] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0022] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0089] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0155] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0220] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0289] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0356] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0420] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0487] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0552] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0623] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0690] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0756] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0821] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0887] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:28:0953] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0019] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0091] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0151] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0217] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0290] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0354] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0419] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0486] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0556] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0620] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0687] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0751] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0821] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0888] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:29:0953] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0017] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0084] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0155] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0219] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0286] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0352] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0415] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0483] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0553] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0618] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0686] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0749] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0814] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0888] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:30:0953] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0018] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0085] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0150] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0220] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0287] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0351] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0417] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0490] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0550] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0619] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0686] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0750] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0821] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0882] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:31:0954] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0019] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0086] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0150] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0221] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0282] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0348] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0419] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0486] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0551] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0616] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0683] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0747] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0818] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0885] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:32:0950] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0014] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0088] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0152] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0217] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0284] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0350] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0415] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0482] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0547] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0619] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0686] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0752] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0817] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0884] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:33:0949] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0013] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0080] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0151] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0215] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0282] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0348] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0412] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0485] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0545] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0614] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0682] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0747] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0812] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0878] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:34:0947] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0012] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0080] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0145] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0215] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0281] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0347] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0413] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0481] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0551] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0614] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0681] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0746] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0811] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0878] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:35:0948] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0013] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0080] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0146] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0212] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0279] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0343] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0409] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0481] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0551] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0611] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0678] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0743] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0813] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0880] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:36:0945] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0015] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0076] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0147] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0212] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0285] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0349] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0413] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0480] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0545] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0611] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0678] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0743] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0809] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0881] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:37:0945] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0011] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0078] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0143] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0209] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0276] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0346] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0413] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0480] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0544] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0615] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0676] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0748] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0813] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0880] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:38:0945] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0010] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0077] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0148] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0214] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0275] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0339] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0411] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0477] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0541] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0609] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0681] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0745] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0812] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0878] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:39:0949] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0019] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0076] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0142] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0210] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0280] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0345] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0406] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0479] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0540] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0607] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0674] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0746] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0812] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0874] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:40:0939] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0007] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0079] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0138] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0205] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0277] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0343] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0405] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0477] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0544] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0612] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0672] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0737] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0810] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0876] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:41:0938] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0005] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0077] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0141] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0209] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0270] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0341] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0409] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0471] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0542] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0610] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0677] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0742] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0810] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0875] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:42:0946] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:43:0007] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:43:0073] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 16:06:43:0277] | CInterfaceManager.cpp-L0645: getfcnt [142], getfcntsucceed[42], totalRecv[360] 
[2017-11-02 16:06:43:0280] | CInterfaceManager.cpp-L2673: RecvThreadProcess exit
